Unnamed: 0,date,pchg,admin_expense_rate,total_asset_growth_rate,equity_to_asset_ratio,OperateNetIncome,single_day_VPT,VOL60,market_cap,VOL120,current_ratio,interest_carry_current_liability,equity_turnover_rate,bear_power,financial_expense_ttm,TVSTD6,AR,ROC12,VOL240,MAWVAD,BIAS20,np_parent_company_owners_growth_rate,BIAS5,intangible_asset_ratio,Price1Y,VSTD10,cfo_to_ev,turnover_volatility,net_invest_cash_flow_ttm,VEMA26,money_flow_20,net_asset_per_share,surplus_reserve_fund_per_share,interest_free_current_liability,retained_earnings_per_share,EBIT,total_operating_revenue_ttm,cash_rate_of_sales,DAVOL20,MASS,fixed_asset_ratio,net_debt,VEMA10,total_profit_ttm,TVSTD20,WVAD,TRIX10,operating_revenue_ttm,operating_profit_ttm,DEGM_8y,asset_turnover_ttm,debt_to_asset_ratio,financial_expense_rate,goods_service_cash_to_operating_revenue_ttm,ROC60,cash_flow_to_price_ratio,TVMA6,VEMA12,PLRC24,CCI15,gross_profit_ttm,DAVOL10,non_recurring_gain_loss,CCI20,net_working_capital,net_profit_growth_rate,BIAS10,total_operating_revenue_per_share_ttm,ATR6,TRIX5,VDEA,VDIFF,operating_revenue_per_share_ttm,operating_liability,net_finance_cash_flow_ttm,fifty_two_week_close_rank,np_parent_company_owners_ttm,asset_impairment_loss_ttm,VOL5,financial_liability,CCI10,ROC120,cash_to_current_liability,GMI,gross_income_ratio,single_day_VPT_6,operating_assets,net_operate_cash_flow_per_share,PEG,eps_ttm,total_operating_cost_ttm,operating_revenue_growth_rate,PSY,Rank1M,goods_sale_and_service_render_cash_ttm,accounts_payable_turnover_rate,Volume1M,operating_profit_per_share_ttm,circulating_market_cap,VROC6,net_interest_expense,ROC6,equity_to_fixed_asset_ratio,net_operate_cashflow_growth_rate,cash_and_equivalents_per_share,net_asset_growth_rate,VSTD20,PLRC12,ACCA,account_receivable_turnover_days,non_operating_net_profit_ttm,net_operate_cash_flow_ttm,operating_profit_per_share,DSRI,ARBR,current_asset_turnover_rate,financial_assets,BR,BBIC,CR20,accounts_payable_turnover_days,Price1M,VMACD,retained_profit_per_share,bull_power,CCI88,retained_earnings,total_operating_revenue_per_share,total_profit_growth_rate,cashflow_per_share_ttm,net_profit_ttm,financing_cash_growth_rate,single_day_VPT_12,TVMA20,EBITDA,debt_to_equity_ratio,debt_to_tangible_equity_ratio,VEMA5,adjusted_profit_to_total_profit,value_change_profit_ttm,account_receivable_turnover_rate,ATR14,sales_to_price_ratio,capital_reserve_fund_per_share,DEGM,arron_up_25,operating_revenue_per_share,administration_expense_ttm,ROC20,VOL20,VOSC,Price3M,VOL10,operating_cost_ttm,VROC12,DAVOL5,VR,BIAS60,PLRC6,arron_down_25,fixed_assets_turnover_rate,sale_expense_ttm,MAC20,daily_standard_deviation,raw_beta,liquidity,OperatingCycle,MFI14,roa_ttm_8y,long_term_predicted_earnings_growth,sale_expense_to_operating_revenue,book_leverage,net_operate_cash_flow_to_total_current_liability,roe_ttm_8y,Variance120,MAC60,inventory_turnover_rate,MAC120,leverage,operating_tax_to_operating_revenue_ratio_ttm,sales_growth,MAC5,cumulative_range,earnings_to_price_ratio,sharpe_ratio_120,rnoa_ttm,residual_volatility,profit_margin_ttm,natural_log_of_market_cap,MACDC,cube_of_size,net_operate_cash_flow_to_asset,average_share_turnover_quarterly,boll_up,SGAI,Skewness120,average_share_turnover_annual,maximum_margin,book_to_price_ratio,size,Variance20,growth,earnings_yield,non_linear_size,Skewness20,invest_income_associates_to_total_profit,EMAC120,operating_profit_to_total_profit,Kurtosis20,market_leverage,total_asset_turnover_rate,SGI,net_operate_cash_flow_to_total_liability,total_profit_to_cost_ratio,price_no_fq,operating_profit_growth_rate,operating_profit_to_operating_revenue,net_operating_cash_flow_coverage,non_current_asset_ratio,cash_earnings_to_price_ratio,predicted_earnings_to_price_ratio,quick_ratio,margin_stability,roa_ttm,short_term_predicted_earnings_growth,sharpe_ratio_60,historical_sigma,earnings_growth,LVGI,ROAEBITTTM,net_operate_cash_flow_to_net_debt,long_term_debt_to_asset_ratio,operating_profit_ratio,relative_strength,net_profit_ratio,MAC10,sharpe_ratio_20,EMA5,MLEV,net_profit_to_total_operate_revenue_ttm,roic_ttm,debt_to_assets,roe_ttm,Skewness60,operating_cost_to_operating_revenue_ratio,EMAC26,momentum,share_turnover_monthly,long_debt_to_asset_ratio,inventory_turnover_days,net_operate_cash_flow_to_operate_income,Kurtosis120,EMAC10,beta,EMAC12,Kurtosis60,super_quick_ratio,net_non_operating_income_to_total_profit,Variance60,boll_down,EMAC20,long_debt_to_working_capital_ratio
002001.XSHE,2026-03-09,-0.11430049133695375,0.027043,0.085761,0.717537,1895378904.58,-2133.391185,1.214707,111257860000.0,1.021892,2.434002,5271682088.52,1.439994,0.076044,-76240763.88,814754796.3089999,184.280039,18.883415,0.904849,2029627.11049,17.347683,0.567702,4.455217,0.056405,0.53362,519959.967047,0.070213,0.007917,-4394501803.78,1234933.98604,37079090623.9,10.477892,0.502845,2682609117.57,8.489286,2070642690.01,22469954547.1,0.362196,1.894946,27.619168,0.472812,5312470203.4,1528750.89082,8414150456.11,893626431.983,2338722.14205,1.099648,22469954547.1,8448835431.67,0.005174,2.420405,0.282463,-0.003393,0.950281,48.11784,0.005229,2882050286.28,1481507.88589,0.011696,161.071987,10367932492.2,2.311918,62989738.51,175.543456,11406466826.4,0.56942,10.372584,7.311055,93.993333,1.8114669999999995,204686.487089,246573.899854,7.311055,3777257974.76,-3148793844.44,2.0,7199748891.32,120951253.84,2.74322,8960108629.88,132.898866,49.155336,1.009117,0.789388,0.4614279999999999,23951.966481,34744039517.1,0.780713,0.272203,2.3564990000000003,14186403529.8,0.129933,66.666667,0.04161,21352772234.5,6.558795,0.017948,2.7489999999999997,109934400000.0,-12.352623,,14.920635,1.517596,0.151013,2.41584,0.172668,509437.490359,0.019593,0.0142099999999999,245.856215,-34684975.56,8138522622.15,0.657528,1.02923,-50.634572,1.238348,10349923465.6,234.914611,0.913841,301.720841,54.888128,0.189558,41887.412765,7.986441,0.135158,294.85738399999997,26091154236.8,1.803029,0.5250600000000001,0.193669,7242514700.53,0.0438319999999999,14195.016376,1856060208.23,6737476648.82,0.395534,0.427241,1645916.25831,0.821103,9094668.87,1.4642700000000002,69.811429,0.201963,1.019233,0.218578,100.0,1.803029,607649780.37,29.935391,1.93643,16.643442,0.334662,2.36253,12101699171.9,103.379067,2.684453,2.842014,32.508511,0.021677,28.0,1.025485,181556448.88,0.8521690000000001,0.021072,0.653111,-0.128794,380.149738,80.117429,0.11479,0.345201,0.00808,1.111094,1.106106,0.174428,0.096176,0.7546689999999999,2.680695,0.7112850000000001,-0.903673,0.012786,0.064706,0.957348,0.444665,0.064712,4.06307,0.910087,-0.152633,0.376006,25.435116,0.028068,-8.639591000000001,0.180479,-1.390499,1.003922,0.775265,0.892647,-1.676397,0.751827,-0.628869,0.822142,0.239713,0.274404,0.242729,-1.008334,0.0106909999999999,0.01805,0.730029,1.002979,1.053366,1.036953,0.498292,1.429533,0.18838,0.6566029999999999,36.2,0.528361,0.376006,1.397149,0.570657,0.07315,0.065817,1.86646,5.176740000000001,0.160609,0.124929,12.121639,0.015228,-0.021262,0.866506,0.0479189999999999,0.451666,0.106069,0.376006,0.001428,0.32232,0.906022,51.795291,0.959855,0.041219,0.32232,0.180251,0.276517,0.2235739999999999,0.767121,0.538572,0.8506739999999999,0.017105,-0.923816,0.079277,134.293523,0.982492,2.600488,0.920571,-0.4949939999999999,0.908475,3.145657,1.760126,-0.005907,0.114339,0.700415,0.87131,0.41933
002003.XSHE,2026-03-09,-0.003976143141153132,0.1137329999999999,0.053569,0.6713899999999999,242842502.377,-2953.898734,0.935562,11936450000.0,0.940319,1.372215,1421383356.12,0.985336,-0.027074,47193746.82,65901943.6784,90.188155,-6.430568,0.8645809999999999,-813714.749598,-3.5913190000000004,0.016411,-0.88845,0.072608,-0.08022,228995.384356,0.08335,0.006749,-908385033.42,407920.904555,2246194247.86,3.876074,0.444922,690267309.61,1.467415,276255771.78,4726800750.99,0.227233,1.128952,26.02744,0.462727,969048685.66,449694.673017,796660579.71,70949651.614,-674161.4897029999,-0.153558,4726800750.99,809941494.81,0.000384,3.910961,0.32861,0.009984,1.067182,-9.467989,-0.0128639999999999,141268852.593,440957.62086499995,-0.001149,-86.973378,2009838578.51,1.221904,3423567.04,-98.046824,785988535.44,0.018941,-2.0009759999999996,3.975811,7.731667,-0.372257,18460.708706,33036.71631,3.975811,858215742.59,-326341550.09,246.0,660069692.23,2213880.93,1.4724,1421383356.12,-70.766008,-4.2898,0.661357,0.980505,0.425193,-1123.310645,5606305776.38,0.247932,11.335557,0.5599970000000001,3979570275.0,0.031557,41.666667,0.608939,5044356734.17,5.201912,-0.002285,0.6812590000000001,10241960000.0,47.410773,,-2.901354,1.450942,0.1360869999999999,1.102331,0.0806289999999999,258282.981687,-0.00482,0.0115909999999999,167.781716,-13280915.1,1074084441.43,0.217359,0.921502,-6.687662,1.706288,1330781243.11,96.875817,1.02074,80.0,69.205318,-0.037794,14576.007604,1.022493,0.000799,-143.892092,1744594631.51,1.089084,-0.0009019999999999,-0.135119,665775040.28,-0.51576,-820.450827,112327169.82,844387758.78,0.494681,0.5487989999999999,473315.124255,0.826974,16827447.82,2.145645,5.847143,0.401043,1.44474,0.01496,36.0,1.089084,537595349.39,-3.923445,1.061575,7.492039,-0.046173,1.14898,2716998187.65,138.53092,1.565851,1.350234,-4.459811,-0.00073,88.0,1.53597,438551194.97,1.037251,0.013968,0.373615,-1.111516,262.2504,23.845741,0.1019019999999999,0.306664,0.09278,1.000585,0.542027,0.150583,0.049323,1.0466799999999998,3.810787,1.052025,-0.945006,0.012628,0.021972,1.008964,0.244285,0.055299,-0.574227,0.670147,-0.664833,0.171351,23.202863,-0.008366,3.997845,0.154832,-1.610121,1.087569,1.016991,0.627545,-1.694678,0.954049,-0.292624,-1.379416,0.065278,0.073417,0.2192489999999999,2.057716,0.5887060000000001,0.01869,1.057813,1.014969,0.326775,1.000219,0.681381,1.1965709999999998,0.129305,0.212992,10.04,0.015705,0.171351,1.377557,0.5822970000000001,0.089984,0.063674,1.034576,23.106705,0.095973,0.039661,-1.777729,0.0141599999999999,0.020295,1.100184,0.030032,0.304178,0.02421,0.171351,-0.000374,0.140851,1.020418,-1.69737,1.011238,0.013875,0.140851,0.116525,0.321898,0.1432369999999999,-0.112218,0.574807,1.031742,-1.344897,-1.500131,0.0,94.468684,1.4374209999999998,1.479727,1.019469,-1.1067049999999998,1.022,0.506103,0.925881,0.001549,0.045521,0.986933,1.028547,0.213678
002004.XSHE,2026-03-09,-0.09236234458259318,0.09805,-0.058539,0.550487,396587079.693,-9260.278777,2.361272,10790560000.0,2.164415,1.339992,4689482275.56,1.359586,-0.0165319999999999,221975828.28,62962982.9214,112.631378,-0.365631,1.7123959999999998,124264.658317,-0.365631,-1.558432,0.516415,0.124641,0.209813,396473.368619,0.089196,0.005027,-885107905.39,1788729.98005,4033740330.17,4.898646,0.295667,3837285295.1,1.212498,472394073.53,11840821528.2,0.1580339999999999,0.90326,23.777924,0.316849,10771509608.3,1569373.23069,158387906.8,52654117.5809,-354432.936889,-0.011897,11840821528.2,149547972.94,0.014171,1.202213,0.449513,0.018747,0.8426440000000001,12.371134,-0.054725,221190334.893,1589457.97966,-0.001536,-12.638718,4063451896.41,0.917698,18720339.46,-12.466125,2899031864.35,-1.124774,-0.638104,5.980457,4.788333000000001,-0.097238,-238714.27154499997,-199272.000385,5.980457,3776598328.46,-1601391313.6,22.0,-139146996.71,921431815.45,2.00794,9369079909.66,-21.194605,14.495798,0.2455,1.146116,0.3431619999999999,-1530.490631,25013126041.9,0.300719,,-0.024383,10741038123.0,0.016261,58.333333,0.543633,9977595855.6,3.529404,-0.001508,0.075532,10254830000.0,-13.050099,,-1.978417,1.73738,0.2434909999999999,1.199124,-0.021631,385098.961923,-0.0003799999999999,0.009159,302.88857,8839933.86,1871247423.87,0.199198,1.435648,-9.464431,1.029593,4231163370.97,122.095808,1.004148,88.0,102.000229,-0.005017,39442.27116,0.916831,0.020145,76.357922,2400648219.55,1.586406,-0.716966,-0.310746,-48275963.57,-4.9325410000000005,-239.17910299999997,201772706.423,1447946834.65,1.355375,1.0510700000000002,1598084.47923,0.5162720000000001,-93442741.6,1.188556,3.772143,1.097333,2.744358,-0.056121,4.0,1.586406,1160992400.38,-2.678571,1.95503,-12.537104,0.049189,1.98628,7777504930.09,60.196401,0.927706,0.8585010000000001,4.717072,-0.002152,92.0,1.263276,1092494588.18,1.00367,0.020371,0.6253,-0.138666,395.931391,44.918792,0.015142,,0.092265,1.436012,0.193495,0.044938,0.099151,0.954954,3.869186,0.918899,0.204416,0.011188,0.006352,0.994862,0.3317449999999999,-0.0128949999999999,0.912248,0.015184,-0.306395,0.0126299999999999,23.101938,-0.007946,4.102824,0.063987,-0.727392,1.031439,0.876919,1.905254,-1.040926,0.8068890000000001,1.582738,-1.478953,0.088986,-0.854356,0.559826,2.083186,-0.1121109999999999,-0.087734,0.923836,0.99497,0.274781,1.384149,0.404893,1.0060440000000002,0.045292,0.0154479999999999,5.45,-0.747395,0.0126299999999999,2.665589,0.609298,0.173415,,1.10425,10.20242,-0.001651,,1.7443669999999998,0.016696,-0.482143,1.031141,0.00134,0.055275,0.157942,0.0126299999999999,0.001392,-0.004077,1.006422,-1.097877,1.001715,0.299745,-0.004077,-0.007162,0.446079,-0.014347,1.512658,0.656838,0.998416,-0.010269,-0.876015,0.097474,93.042821,1.701469,9.486137,1.003164,-0.5558609999999999,1.003582,7.214537,0.863614,0.363579,0.112814,0.9759,1.002204,1.59326
002006.XSHE,2026-03-09,-0.0842696629213483,0.091797,0.442594,0.575278,6330852.656769999,-1678.632368,3.979527,9891670000.0,4.6622639999999995,1.884567,368339547.3,1.271356,-0.073604,2148278.4,73041989.9687,58.00467,-6.943764999999999,4.065823,-1138225.20506,-5.494997,0.92312,-0.439468,0.031905,0.001675,358206.84599899995,0.00134,0.00501,-493529805.4,1783451.89348,4595399767.41,4.623947,0.296793,1221750779.64,1.594466,40190641.01,1890499357.76,0.007629,0.470157,23.185405,0.1735,1054321782.23,1373859.00725,246160011.6,53087302.1672,-1920418.4446900005,-0.493726,1890499357.76,242623433.95,0.00789,2.129756,0.424722,0.0011359999999999,0.558312,-15.422222,0.056548,222954302.087,1416112.96701,-0.004167,-131.472081,617175043.6209999,0.466038,12062640.51,-172.839506,1406542015.01,0.921086,-4.314159,3.63702,6.025,-0.779438,-405429.895003,-367338.926468,3.63702,896209383.8,1037300506.38,113.0,218653051.69,12576938.85,2.12308,878269780.01,-92.779783,6.610644000000001,0.433706,1.110814,0.3264559999999999,-2348.020691,2932171361.32,-0.062691,0.484264,0.420654,1647550371.32,0.18027,41.666667,0.793489,1055487562.99,1.074079,-0.0034439999999999,0.4667689999999999,9891670000.0,-23.145007,,-8.597502,3.315719,-1.223077,1.385468,0.830017,327023.66180999996,-0.008654,-0.0154,825.9194349999999,3536577.65,14423430.77,0.073811,1.138833,11.411026,0.605378,1245805197.01,46.593645,1.035262,53.347889,335.17080899999996,-0.058623,38090.968535,1.297673,-0.034673,-162.05796999999998,828792836.79,0.542651,1.1058940000000002,1.073877,218653051.69,7.0408800000000005,-963.108378,229930664.393,234321859.21,0.73829,0.78164,1276069.9002200002,0.50358,9602772.93,0.435878,4.009286,0.191121,2.092336,0.154121,4.0,0.542651,173542915.64,-7.576492999999999,2.191995,-25.939945,-0.1200609999999999,2.17279,1273333937.64,6.334846,0.455375,0.401538,-11.768115,-0.006739,100.0,3.033397,53317533.91,1.058145,0.0265589999999999,1.393391,0.551349,933.545336,33.768072,0.035885,,0.028203,1.060757,0.008686,0.069094,0.223016,1.133377,3.3449199999999997,1.111145,-0.7012010000000001,0.008513,0.068368,1.004414,0.373892,0.022105,0.217135,0.273329,-0.828901,0.128338,23.014959,-0.010121,4.122980999999999,0.003452,-0.154882,1.126358,1.016225,0.279031,-0.165138,0.769572,-0.797493,-1.564736,0.09698,0.418414,-0.720638,2.088077,-0.898567,0.053401,1.084515,1.004787,1.6598099999999998,1.013494,0.452492,1.122484,-0.018364,0.163851,19.03,1.438598,0.128338,-1.041389,0.282755,0.001458,0.042898,1.645161,6.071793,0.052335,1.027927,-1.358772,0.023308,0.204819,0.940334,0.014891,-0.030907,0.044134,0.128338,0.000893,0.115659,1.045087,-2.1408549999999997,1.01515,0.0183,0.115659,0.067163,0.424722,0.090973,0.006436,0.6735439999999999,1.074596,-0.387449,-0.751001,0.019395,107.625901,0.059368,0.8997139999999999,1.033736,1.125208,1.040078,0.7158,1.445555,0.0,0.159373,0.989933,1.061854,0.131094
002007.XSHE,2026-03-09,-0.029488859764089104,0.054496,0.010295,0.814489,404358742.303,142.522251,0.892073,27960090000.0,1.007863,3.43425,457529776.74,3.1048150000000003,-0.0130009999999999,1418212.23,39937775.1623,108.32806399999998,-1.162791,1.017876,-225460.224492,-0.555718,-0.290992,0.963442,0.021319,-0.026075,58788.864868,0.035857,0.0019579999999999,807909499.93,296458.971525,3487939682.87,6.222785,0.491295,2468499286.37,4.453149,359731470.17,4267434736.51,0.246111,0.714368,24.466048,0.181611,1331531126.82,247110.364272,1112266197.63,47616891.4512,-125183.644121,-0.132068,4267434736.51,1165784057.33,-0.007228,6.091197,0.1855109999999999,0.000332,1.040103,-1.860167,0.0302759999999999,181617369.785,253546.051468,-0.0018059999999999,-48.419773,2483796449.11,0.6830390000000001,10167000.95,-70.26224599999999,7122685826.9,-0.3522349999999999,0.045773,2.335177,11.208333,-0.187344,-43190.530584,-42912.920057,2.335177,2539751377.41,-1011834390.48,205.0,948617173.78,61947612.02,0.736,478020750.47,-18.604651,-7.160194000000001,0.739545,1.132486,0.58202,-399.590037,12191074071.8,0.1204529999999999,,0.5318930000000001,3180013271.83,-0.132556,41.666667,0.51493,4438570284.28,6.139096,-0.000985,0.637927,24077650000.0,-21.116898000000003,,-1.098901,4.484797,-0.056307,0.922726,-0.0336589999999999,67811.438735,-0.001795,-0.0056689999999999,608.2392110000001,-53517859.7,1050264549.92,0.2041069999999999,0.955625,13.962282,0.43159,4076295535.72,94.365782,0.999203,67.682927,58.640551,-0.006619,277.610527,3.961853,0.002043,-74.917024,8137936335.08,0.864966,-0.355544,0.463124,972011829.8,1.0923120000000002,-198.02369,174491845.368,1138653598.56,0.265372,0.233381,238326.97768,0.715839,146087015.84,0.5918720000000001,8.341429,0.152625,0.779458,-0.090603,4.0,0.864966,232560183.17,-2.111324,0.719985,-16.925099,-0.008443,0.6884100000000001,1783702462.11,29.174147,0.730258,0.314429,-0.813588,0.000566,92.0,1.441161,766980141.74,1.005588,0.01238,0.396947,-1.044698,1070.085345,43.140384999999995,0.11771,,0.179729,1.000731,0.460621,0.151619,0.035317,1.008203,0.7794800000000001,1.027783,-1.198306,0.009243,-0.00913,0.990458,0.101314,0.033928,-0.976984,1.664002,-1.062504,0.273181,24.054044,-0.003342,0.433652,0.064563,-1.68758,1.028629,0.8855540000000001,1.59316,-1.565604,0.877983,-0.203226,-0.5399390000000001,0.021372,-0.378534,-0.295094,1.192984,-0.132519,0.0,1.021606,1.033316,0.118288,1.000294,0.262331,0.819787,0.0729419999999999,0.399426,15.3,-0.3352469999999999,0.273181,0.819627,0.382278,0.037563,0.053125,2.652193,14.240591,0.059752,0.159114,-0.553796,0.010697,-0.067284,0.906053,0.017177,0.165315,0.00564,0.273181,-0.000122,0.2277739999999999,0.999542,-1.874532,0.995473,0.00327,0.2277739999999999,0.075559,0.183403,0.0834179999999999,2.293324,0.41798,1.006237,-1.154842,-1.858233,0.0,461.84613499999995,0.96583,9.388963,0.998526,-1.055641,0.999921,13.044795,2.068546,0.0,0.043318,0.982548,1.004193,0.01288
002008.XSHE,2026-03-09,-0.05982532751091707,0.0705799999999999,0.122569,0.492926,464387380.754,-13167.384815,3.827203,69776220000.0,3.868358,1.724664,2371920173.96,1.065214,-0.016132,-167862421.2,1010124378.47,165.114071,36.139012,3.63398,8827013.19519,13.811171,-0.297516,-2.98892,0.049524,0.962543,1062661.17661,0.002164,0.019859,2040231303.36,3356375.23285,53637537401.5,16.482014000000003,0.517968,11984045137.2,12.520844,463669545.86,17355084458.9,0.010281,1.170202,27.757533,0.1710839999999999,13827935476.8,3670433.24853,1393120684.26,1473150235.84,-323233.086758,2.107898,17355084458.9,1381025867.39,-0.035571,1.846449,0.507074,-0.009672,0.84149,86.334891,0.023924,3589942506.97,3640148.99799,0.020708,33.680734,5368801190.87,1.515754,67887897.08,54.925277,10403244203.5,-0.265854,-1.517133,16.856087,61.28,1.682665,333241.483552,283773.765136,16.856087,9682506224.24,-589332145.06,8.0,1131187202.79,308129207.13,5.19666,9334942545.71,-26.013876,97.350029,0.380119,1.097261,0.309365,-6145.491538,30083294931.7,-0.135875,,1.189345,16325373367.4,0.1700569999999999,66.666667,0.025043,14604130379.5,1.352843,0.021544,1.341318,64837190000.0,-7.189033,,-6.26556,2.881189,-0.8562649999999999,5.040303,0.07241,1402957.57998,0.022305,-0.01473,794.312265,12094816.87,178426014.49,0.422461,1.104534,46.865243,0.714084,7421027778.01,118.248827,0.976117,228.562945,266.106244,0.157073,-49467.718416,12.002876,0.038467,194.018727,12891503271.8,4.95334,-0.1744359999999999,1.582478,1224553456.62,-0.713688,15646.974268,2683088166.28,2053499903.5,1.120655,1.143528,3595663.34326,0.7041569999999999,353444904.45,0.453222,58.463570999999995,0.248725,3.027933,-0.088769,80.0,4.95334,1224919541.2,40.455959,4.5267599999999995,7.795663,0.4129739999999999,5.86348,11986034731.1,7.559984,1.343376,1.244934,39.772786,-0.014377,24.0,2.760829,1198229356.03,0.878648,0.036015,1.878572,1.332897,962.806492,69.464689,0.0490009999999999,,0.0690419999999999,1.257011,0.0130689999999999,0.1055319999999999,0.308716,0.715447,2.136572,0.642636,-0.376621,0.008325,0.024811,1.03081,0.8736360000000001,0.016212,5.546309,0.146931,-0.098249,0.079575,24.968559,0.01918,-5.841803,0.004757,-0.245491,1.177589,0.869924,0.553629,-0.267855,0.8501,-0.7967,0.362001,0.488029,-0.139846,-0.963378,-0.329545,0.295502,-0.052072,0.665247,0.996593,-1.005184,1.05859,0.4627489999999999,1.048265,-0.007356,0.097822,67.77,-0.179611,0.079575,-0.37284,0.339831,0.002557,0.034189,1.33389,12.992427,0.032651,-0.26793,21.090193,0.025498,0.020376,0.938073,0.009642,-0.010117,0.124292,0.079575,0.002815,0.070559,1.015405,98.510692,1.020789,0.062623,0.070559,0.043871,0.501217,0.066658,0.285919,0.690635,0.8803549999999999,1.065616,-0.053484,0.104974,168.494227,0.173278,0.06046,0.989129,2.187089,0.972912,-0.304196,1.203683,0.309039,0.341947,0.579708,0.914949,0.44808
002009.XSHE,2026-03-09,-0.07437379576107894,0.065545,-0.073873,0.3642869999999999,23266877.924,1968.029059,18.4279,11125770000.0,12.418495,1.0139280000000002,1790678420.76,0.707233,-0.1140369999999999,46740721.38,436392874.765,171.253682,-14.045991,9.410673,-21268290.2683,-10.395542,0.007314,-0.3315079999999999,0.106116,0.537725,6497518.20863,0.013772,0.084713,14779861.81,13569738.0811,52657705564.1,4.978405,0.288623,1432381728.94,1.493771,33277502.04,2838106735.74,0.06845,1.896193,26.057779,0.170902,3215793671.78,11268791.2102,-139798151.9,1111369969.83,-9274826.50449,0.122614,2838106735.74,-133445579.44,-0.066187,1.22498,0.635713,0.016469,0.831201,74.07174300000001,-0.0262699999999999,1423276886.36,11898410.557,0.0004309999999999,-104.376803,403744427.635,1.5891540000000002,7046056.65,-115.105685,44890019.38,-0.003895,-7.445207000000001,7.055874,9.005,-1.6408650000000002,-254733.695822,-1671327.52404,7.055874,1333585842.38,-504733085.6,20.0,-129864765.19,146244214.37,12.8124,2169162113.83,-76.940552,55.918828000000005,0.084597,0.5982149999999999,0.142267,-13626.384536,4846456659.52,0.0415009999999999,,-0.33093,2842077195.0,-0.037818,50.0,0.537276,2359037120.65,1.720577,7.099999999999999e-05,-0.331762,9795030000.0,-45.261641999999995,,-11.9669,2.131549,0.904614,0.713403,-0.0558809999999999,5540862.028519999,-0.025062,0.00083,452.646029,-6352572.46,194267209.19,0.040547,1.358098,29.009539,0.817059,663494361.81,142.24414299999998,1.053887,99.745048,209.232121,-0.105024,-1416593.82822,1.205148,-0.053336,73.164136,600844315.05,1.784505,0.0462529999999999,-0.735111,-133111208.55,1.794725,-6425.7358189999995,2631912420.23,144601480.62,1.749205,2.4416029999999997,9024022.05259,0.2564639999999999,-33612246.77,0.795323,11.605,0.255096,2.42313,0.1810369999999999,64.0,1.784505,186023329.59,-2.536998,23.547865,-14.046645000000002,0.170962,19.7349,2434338479.48,-41.107388,1.031719,1.61519,16.134721,-0.003852,4.0,3.079227,49237610.42,1.116016,0.04437,0.786662,2.730337,536.111169,42.030085,0.0003399999999999,,0.017349,1.111618,0.057272,-0.002868,0.402194,0.8610690000000001,4.313178,0.739796,-0.282287,0.006118,-0.051873,1.003326,0.652806,-0.011672,2.337456,-0.057598,2.472672,-0.047019,23.13253,-0.071201,4.080017,0.035258,1.3134,1.305462,1.131017,0.525896,0.704555,0.358465,-1.026142,-1.448781,0.748783,-1.038571,-1.283116,2.077653,0.004396,-0.291551,0.8003859999999999,0.967828,-0.393876,1.017686,0.515087,0.818617,0.0047659999999999,-0.051466,27.66,0.0563929999999999,-0.047019,1.468437,0.4069,0.017461,0.022926,0.838816,4.02037,-0.024158,1.299598,11.229761,0.032275,-0.546099,1.007136,-0.006149,0.0051909999999999,0.05076,-0.047019,0.002786,-0.046901,1.080441,-0.363852,1.018834,0.024522,-0.046901,-0.030238,0.634842,-0.0648519999999999,0.241723,0.857733,1.0368389999999998,1.043312,1.604947,0.028038,83.46514,-48.928146000000005,0.8459469999999999,1.052961,-0.202699,1.05946,-0.309296,0.5012979999999999,-1.6e-05,0.646458,0.926569,1.055423,6.230512
