Unnamed: 0,date,pchg,TRIX5,net_profit_ttm,VSTD20,CCI15,operating_revenue_per_share,admin_expense_rate,operating_revenue_growth_rate,asset_turnover_ttm,TVMA20,non_recurring_gain_loss,VDEA,net_asset_growth_rate,VEMA26,CCI10,asset_impairment_loss_ttm,financing_cash_growth_rate,retained_earnings_per_share,goods_sale_and_service_render_cash_ttm,net_finance_cash_flow_ttm,TVMA6,VSTD10,GMI,operating_profit_per_share,debt_to_equity_ratio,turnover_volatility,capital_reserve_fund_per_share,OperateNetIncome,financial_expense_rate,DAVOL20,equity_to_asset_ratio,goods_service_cash_to_operating_revenue_ttm,TRIX10,debt_to_asset_ratio,VOL240,net_debt,Price3M,non_operating_net_profit_ttm,PSY,sale_expense_ttm,CR20,cfo_to_ev,BIAS10,total_operating_revenue_per_share,DEGM,single_day_VPT,accounts_payable_turnover_days,ROC60,gross_profit_ttm,VMACD,fixed_asset_ratio,np_parent_company_owners_growth_rate,ROC20,arron_up_25,operating_liability,Price1Y,TVSTD20,EBIT,BIAS20,financial_assets,total_asset_growth_rate,PLRC12,current_asset_turnover_rate,operating_revenue_ttm,MAWVAD,equity_to_fixed_asset_ratio,ROC12,VROC6,DSRI,operating_profit_ttm,WVAD,PLRC24,Volume1M,single_day_VPT_6,ACCA,intangible_asset_ratio,net_interest_expense,ARBR,total_profit_growth_rate,equity_turnover_rate,MASS,bull_power,operating_assets,total_profit_ttm,total_operating_cost_ttm,VOL60,VEMA5,DAVOL5,np_parent_company_owners_ttm,retained_earnings,adjusted_profit_to_total_profit,operating_cost_ttm,net_operate_cashflow_growth_rate,total_operating_revenue_ttm,bear_power,Price1M,PEG,current_ratio,cash_to_current_liability,net_asset_per_share,administration_expense_ttm,sales_to_price_ratio,operating_profit_per_share_ttm,BIAS60,market_cap,DAVOL10,money_flow_20,VEMA10,gross_income_ratio,fifty_two_week_close_rank,cashflow_per_share_ttm,TVSTD6,DEGM_8y,net_invest_cash_flow_ttm,arron_down_25,interest_carry_current_liability,VOL120,EBITDA,BIAS5,VROC12,value_change_profit_ttm,single_day_VPT_12,VOL20,CCI20,CCI88,net_operate_cash_flow_ttm,cash_and_equivalents_per_share,VR,VOL10,account_receivable_turnover_rate,circulating_market_cap,cash_rate_of_sales,financial_liability,fixed_assets_turnover_rate,retained_profit_per_share,accounts_payable_turnover_rate,interest_free_current_liability,operating_revenue_per_share_ttm,BBIC,cash_flow_to_price_ratio,AR,surplus_reserve_fund_per_share,debt_to_tangible_equity_ratio,PLRC6,net_operate_cash_flow_per_share,net_profit_growth_rate,VDIFF,account_receivable_turnover_days,ROC6,eps_ttm,financial_expense_ttm,Rank1M,ATR6,ROC120,total_operating_revenue_per_share_ttm,ATR14,net_working_capital,VOSC,VOL5,VEMA12,BR,relative_strength,net_profit_ratio,MAC5,profit_margin_ttm,daily_standard_deviation,invest_income_associates_to_total_profit,LVGI,quick_ratio,roic_ttm,operating_profit_to_operating_revenue,SGAI,sharpe_ratio_20,non_linear_size,historical_sigma,EMAC10,rnoa_ttm,Variance60,boll_up,operating_cost_to_operating_revenue_ratio,operating_profit_to_total_profit,roe_ttm_8y,size,MAC10,net_profit_to_total_operate_revenue_ttm,residual_volatility,roa_ttm,OperatingCycle,sharpe_ratio_60,EMAC26,Kurtosis120,Variance120,operating_tax_to_operating_revenue_ratio_ttm,net_operating_cash_flow_coverage,sale_expense_to_operating_revenue,long_debt_to_working_capital_ratio,book_leverage,MAC20,operating_profit_ratio,Skewness120,share_turnover_monthly,MFI14,EMAC120,growth,total_profit_to_cost_ratio,MACDC,price_no_fq,cube_of_size,earnings_yield,operating_profit_growth_rate,average_share_turnover_quarterly,cash_earnings_to_price_ratio,roa_ttm_8y,market_leverage,debt_to_assets,long_debt_to_asset_ratio,maximum_margin,earnings_to_price_ratio,average_share_turnover_annual,roe_ttm,long_term_predicted_earnings_growth,inventory_turnover_days,Kurtosis60,net_operate_cash_flow_to_total_liability,MAC60,cumulative_range,boll_down,total_asset_turnover_rate,EMAC12,predicted_earnings_to_price_ratio,net_operate_cash_flow_to_asset,raw_beta,short_term_predicted_earnings_growth,earnings_growth,margin_stability,Skewness60,beta,inventory_turnover_rate,momentum,natural_log_of_market_cap,Variance20,EMAC20,SGI,Kurtosis20,net_operate_cash_flow_to_total_current_liability,net_operate_cash_flow_to_operate_income,book_to_price_ratio,net_non_operating_income_to_total_profit,MAC120,long_term_debt_to_asset_ratio,liquidity,sales_growth,ROAEBITTTM,sharpe_ratio_120,leverage,EMA5,super_quick_ratio,net_operate_cash_flow_to_net_debt,Skewness20,MLEV,non_current_asset_ratio
002001.XSHE,2025-10-13,-0.005565068493150638,0.28673,7301410376.99,211786.542698,22.522872,1.841939,0.026675,0.3034179999999999,2.392195,620880749.09,-75443647.13,-29060.428563,0.187729,591195.606634,49.711816,105054690.42,0.482255,7.930495,21714850380.9,-3346865327.14,689367123.408,244813.327259,0.789388,0.6791470000000001,0.429903,0.003263,1.019233,2118419214.35,-0.00311,1.044731,0.700298,0.949677,-0.0136789999999999,0.299702,0.773875,7596875575.03,0.041587,-29374621.21,50.0,204031103.5,115.862573,0.10055,1.425713,1.841939,0.2934239999999999,-5636.00121,56.306622999999995,11.503208,10468198593.2,33511.728985,0.496434,1.1216700000000002,1.122195,44.0,3744830916.46,0.105299,248116966.107,1970232353.82,0.3733579999999999,8785504044.32,0.09065,0.0029519999999999,1.337,22865512850.9,739441.4080149999,1.410656,0.041118,121.463913,1.02923,8502904324.02,1394409.60012,-0.00045,0.00084,3352.029549,-0.001942,0.0582549999999999,,15.421298,1.01495,1.339276,25.269151,0.007318,34943355936.8,8473529702.81,14500688141.5,0.942633,660056.4234430001,1.28734,7267508324.82,24373756525.3,0.862397,12396988942.4,0.357902,22865512850.9,-0.013237,0.004296,0.0917299999999999,2.385019,0.802016,9.918932,609944989.47,0.305782,2.7665919999999997,3.972137000000001,74776350000.0,1.037876,12438870200.0,604946.934894,0.45783,15.0,0.225843,348782851.731,0.000446,-4136491686.86,68.0,5024077912.21,0.806609,5695663497.29,-0.098546,13.327651,-68057110.8,1106.207476,0.8426899999999999,-1.007557,85.182701,8177467926.29,1.792382,0.90445,0.83716,1.468827,73886850000.0,0.357633,9360789846.83,1.026506,7.427650999999999,6.393564,2633484734.71,7.439758,0.998703,0.009073,92.898795,0.502845,0.466794,0.009052,0.535802,1.118814,4451.300422,245.093549,2.658228,2.3756619999999997,-71102196.08,0.424113,34.155,18.106796,7.439758,30.144285999999997,10605868892.6,0.747305,1.03838,595646.9070560001,77.477497,0.0008359999999999,0.31932,1.0009860000000002,0.371866,0.015134,0.0065819999999999,0.866506,1.790875,0.186195,0.371866,0.775265,0.370731,-0.537352,0.012952,0.996018,0.889576,0.055302,1.038483,0.5421699999999999,1.000684,0.1736069999999999,0.491022,0.985943,0.31932,-0.880956,0.16697,377.213631,2.271137,0.98941,2.797113,0.0428259999999999,0.012372,0.955514,0.008923,0.513683,1.138015,0.99628,0.371866,1.0461200000000002,-1.7340830000000005,53.492217,0.938639,0.196554,0.644872,0.001581,24.33,-7.251767999999999,1.029944,1.017161,-1.626298,0.109359,0.1122359999999999,1.057447,0.293522,0.096153,0.716304,0.09719,-1.756975,0.238396,0.324047,132.120082,0.853347,0.1256519999999999,0.961796,0.116472,0.954078,0.522893,0.995094,0.09361,0.187004,0.6545380000000001,0.11472,-0.021262,4.8591940000000005,0.582421,-0.616211,2.7247939999999997,-0.251036,25.037767,0.087685,0.992355,1.429533,1.424124,1.190554,0.977602,-0.340972,-0.0046939999999999,0.928148,0.1245869999999999,-0.808912,0.064706,0.049257,1.811791,-0.862942,1.001884,1.680247,0.216766,1.080384,0.06791,0.582348
002003.XSHE,2025-10-13,0.026974951830443183,0.202047,660387656.51,118956.670832,121.769162,1.162248,0.113938,0.078084,3.946567,100316120.443,4893541.55,4843.963925999999,0.029227,351343.82768000005,162.26838899999998,2213880.93,-1.7287290000000002,1.309464,5096498564.03,-579614760.31,90939439.3483,150270.546269,0.980505,0.27057,0.572118,0.00309,1.466326,301279802.978,0.00895,1.279796,0.638638,1.080739,-0.235789,0.361362,0.938841,1176050448.38,-0.0196539999999999,-11800548.81,50.0,436781110.74,95.486936,0.0840149999999999,2.942614,1.162248,0.024606,-616.2443400000001,71.273004,-1.033835,1993548572.9,6430.2368799999995,0.460088,-0.027347,-0.4725899999999999,4.0,1031850659.52,-0.117796,33469094.9223,338644078.56,1.6752759999999998,1365470789.77,0.02758,0.002266,1.6764990000000002,4715754372.8,175617.798486,1.388078,1.837524,60.20992,0.921502,801537373.71,1082418.50112,-0.002005,-0.00014,1300.535115,0.016377,0.073192,,11.618339,-0.038705,0.941875,24.910724,0.0218639999999999,5589403258.29,789736824.9,3979329822.07,0.8546950000000001,388164.183819,1.248786,653786580.43,1530619232.03,0.840659,2722222884.52,0.3563469999999999,4715754372.8,0.001942,0.016497,,1.232608,0.680195,3.75813,537304104.15,0.383127,0.685725,-1.947699,12308410000.0,1.214524,2008298431.18,365729.579152,0.422739,235.0,-0.228561,51835583.3554,-0.0014119999999999,-818125940.86,80.0,1481373084.9,0.744275,694049138.57,1.916376,-25.903457999999997,17167256.34,405.635937,0.95252,46.478092,-81.03574499999999,1130577838.72,1.143969,0.80567,0.90394,2.166506,10704950000.0,0.2397449999999999,1481373084.9,1.589005,0.856929,5.051001,892569783.37,4.034388,0.981551,-0.021149,60.961612,0.452535,0.639073,0.011146,0.340202,-0.022311,11274.200806,166.166146,5.194805000000001,0.56497,42204783.09,0.495639,5.675,-5.135135,4.034388,5.600714,552199010.84,3.109112,0.92944,362618.028486,49.343273,-0.000423,0.140039,0.981197,0.16997,0.01405,0.016265,1.100184,0.934255,0.117472,0.16997,1.016991,-0.442453,2.0405450000000003,0.015312,0.98021,0.670798,0.037339,1.028682,0.5772609999999999,1.0064959999999998,0.160405,-1.29506,0.971415,0.140039,-0.536503,0.094953,259.831801,-0.42668,0.991598,0.328153,0.035129,0.012379,1.47801,0.092622,0.252229,1.000764,0.983523,0.16997,0.122465,-1.623821,46.444278999999995,1.046239,-0.067132,0.211244,0.009986,10.53,3.873566,0.07447,-0.022312,-1.71653,0.0918539999999999,0.103005,1.000282,0.355097,0.0,0.944054,0.053117,-1.598487,0.14883,0.250112,93.665655,0.943355,0.158227,1.019864,0.2833719999999999,0.938365,0.67805,0.980533,0.0624049999999999,0.1625589999999999,0.47446,0.00326,0.020295,22.499399,0.030086,-1.034942,3.843458,-1.406328,23.233549,0.048537,0.986338,1.1965709999999998,1.7222509999999998,0.575104,1.535226,-0.506951,0.0076879999999999,1.037156,0.020026,-1.272763,0.021972,0.030173,-0.766564,-0.912804,0.985942,0.838765,0.338131,0.954204,0.011189,0.579267
002004.XSHE,2025-10-13,-0.015968063872255467,-0.046961,-216929032.59,298471.211023,-42.959427000000005,1.577874,0.102674,0.0034119999999999,1.158021,113229833.214,26953425.89,-193382.422522,-0.018962,1065772.03114,9.195402,926092422.97,-4.130565,1.298969,9698173431.96,-1507946476.51,82874922.0733,215600.636541,1.146116,0.179989,1.4044020000000002,0.0036229999999999,2.681963,311680895.842,0.020555,1.03475,0.538328,0.829779,-0.1733589999999999,0.461672,1.236509,10744970494.2,0.014437,-673727.95,50.0,1065378565.1,79.13043499999999,0.094303,0.4858659999999999,1.577874,-0.0734809999999999,-3076.685466,108.991653,8.591885000000001,3963735534.25,5502.488311,0.316476,-1.980556,-3.3970279999999997,32.0,4019359434.35,0.0865529999999999,36054813.1584,435615926.16,-1.632256,4711856047.05,-0.04749,-0.000801,1.008321,11687659517.0,203838.947555,1.701008,-2.985075,63.923854000000006,1.435648,-23103206.94,1333136.19729,-0.002627,-0.001605,418.193318,0.006415,0.12344,,9.947397,-1.0365030000000002,1.365872,23.892293,-0.000919,24942622284.3,-23776934.89,10740719548.3,1.560967,834364.3525060001,0.821649,-224056957.25,2571854008.09,0.464617,7724189719.22,0.050905,11687659517.0,-0.025078,-0.017896,,1.2301540000000002,0.2891829999999999,4.923621,1200021587.2,1.297353,-0.011669,1.291184,9008630000.0,0.858682,2267023627.62,850942.9302470001,0.339116,45.0,-0.0301,19879787.1701,0.0094849999999999,-346224966.78,80.0,5327700491.48,1.232983,1451062247.38,-0.2630429999999999,-8.399857,-108740257.01,-846.6730869999999,1.27583,-63.09324399999999,50.091139,1794575765.92,1.487769,0.653443,1.05874,1.193692,8561370000.0,0.153544,9671273208.36,1.234252,1.003302,3.303005,4052262244.22,5.903099,1.0061129999999998,-0.004469,68.56468100000001,0.295667,1.107208,0.004775,0.251855,-1.477048,-187879.934212,301.58544,1.5625,-0.109565,240236555.33,0.675325,2.17,21.010638,5.903099,2.4214290000000003,2158832080.63,-21.401256,1.01308,877892.096933,58.617284,0.000722,-0.018561,1.002637,-0.001977,0.016093,0.065882,1.031141,0.998561,-0.011331,-0.001977,0.876919,-2.111207,2.125302,0.013915,1.003329,-0.002289,0.075504,1.065467,0.660884,0.934581,0.04444,-1.6040219999999998,0.995165,-0.018561,-0.730356,-0.007315,402.830861,1.336953,1.007558,20.569625,0.0492839999999999,0.01098,2.442992,0.091154,1.99676,1.404067,1.016593,-0.001977,2.814862,-1.309237,40.798967,0.952035,-0.87749,-0.0023239999999999,-0.00586,4.55,4.23935,0.699886,-1.0340200000000002,-1.132583,0.199206,0.01486,1.437246,0.458196,0.086649,0.783967,-0.024871,-1.334977,-0.022984,,101.245421,17.932385999999997,0.036423,0.987253,0.22268,0.967719,0.394128,1.0046700000000002,,0.0605159999999999,0.645065,,-0.482143,9.887695,3.0267150000000003,-0.638239,3.5557160000000003,-0.356031,22.921449,0.034141,1.008061,1.0060440000000002,0.338511,0.176178,1.895132,1.863546,-1.2956219999999998,0.930165,0.145363,-0.8334,0.006352,-0.000198,2.016516,0.201879,1.002054,0.813619,0.046408,-0.4144529999999999,0.323641,0.610892
002006.XSHE,2025-10-13,0.044284243048403615,0.4349119999999999,162216696.9,2168013.72645,-28.737319,1.263832,0.087174,0.086038,2.055402,726713584.715,4917929.59,441562.253362,0.7694439999999999,3854816.3229,-234.232193,13606208.87,17.493955,1.534267,1027407288.75,912001850.56,580275371.8330001,1826595.06994,1.110814,0.16002,0.709619,0.033217,2.084938,84849070.0909,0.0006799999999999,1.715021,0.5849260000000001,0.562074,1.056944,0.415074,4.321325,1132910904.93,0.1653599999999999,6017134.49,50.0,49382242.38,214.21875,0.003386,-3.664115,1.263832,-0.00785,-8998.971259,318.43723700000004,32.440847,560378928.224,-316440.47712399997,0.157394,-0.120197,22.241379,68.0,879761030.5,0.256671,368344933.943,83322621.02,3.682761,1274957654.58,0.507251,0.002721,0.629587,1827884603.36,1576140.34682,3.716307,5.610725,14.171013,1.138833,167721379.73,1862659.98969,0.013425,0.009147,-2756.549041,0.0311279999999999,0.025044,,20.355296,-0.130469,1.295798,27.686273,0.001277,2774393060.72,173738514.22,1624562611.81,4.404692,3569219.5169300004,1.298739,162216696.9,797501669.45,0.781149,1267511332.03,-0.618875,1827884603.36,-0.04666,0.04668,,1.906035,0.332196,4.55675,159344278.22,0.16533,0.322669,15.986548999999998,11056010000.0,1.709122,14502757036.1,3912917.52665,0.306569,10.0,0.60102,67505313.3761,-0.006164,-640169348.77,20.0,440030337.78,3.925208,224861666.32,-2.770159,-46.006945,3250237.07,4921.562592,6.731814999999999,21.514161,157.794289,40573790.85,1.054017,1.900847,6.708660000000001,0.453452,11056010000.0,0.022197,801020987.78,3.256553,1.237474,1.130521,1151967329.38,3.5165599999999997,1.005294,0.02836,194.572202,0.296793,0.741362,-0.00359,0.375709,-0.121019,125121.77623699998,793.910292,-5.801594000000001,0.312079,1242913.65,0.071525,6.635,30.091743,3.5165599999999997,7.752142999999999,1442404884.63,3.143812,5.09782,3979938.09914,174.216905,0.000329,0.088746,1.028491,0.091757,0.025948,-0.006084,0.940334,1.700921,0.05435,0.091757,1.016225,22.644202,2.0911470000000003,0.02681,1.0146620000000002,0.188598,0.128379,1.137961,0.693431,0.998529,0.068246,-1.40129,1.038035,0.088746,-0.404475,0.04006,886.6545179999999,6.09565,0.956713,4.831963,0.130038,0.008161,2.790375,0.027016,0.061553,1.023038,0.96448,0.091757,1.521966,0.320589,67.863874,0.8452649999999999,0.434692,0.117591,-0.001257,21.27,4.091947,-1.03521,-0.090158,-0.1073349999999999,0.00367,0.036862,1.004752,0.415074,0.0,0.658696,0.014672,-0.123691,0.068487,,92.744226,4.554814,0.116191,0.8621690000000001,0.308424,0.7909999999999999,0.451402,1.007327,0.033704,0.01002,1.286471,1.325766,0.204819,5.928483,1.4794,0.8532040000000001,3.881643,-0.716734,23.12624,0.2476719999999999,0.97656,1.122484,2.4169259999999997,0.0246009999999999,0.199554,-0.973273,0.0,0.821983,0.0219259999999999,1.036918,0.068368,0.011394,1.915308,-0.784592,1.02356,1.5643049999999998,0.17238,1.306501,0.0079659999999999,0.250645
002007.XSHE,2025-10-13,0.023255813953488413,-0.0585059999999999,1229385911.76,120738.21958,-12.820513,0.509224,0.056822,-0.163541,5.853785,270433008.005,18423003.34,-49903.253515,0.057896,405744.215068,87.926509,61947612.02,3.020219,4.806188,4656415040.83,-1266813570.35,239373099.965,69000.04014900001,1.132486,0.130044,0.1302849999999999,0.003382,0.7773439999999999,174168704.646,0.000415,1.020059,0.8992540000000001,1.029113,-0.244857,0.100746,0.919208,410273719.92,-0.02121,-59588355.78,25.0,804557834.78,71.949287,0.032117,1.086619,0.509224,-0.072977,-102.487416,60.194611,2.1329990000000003,2798572273.63,4211.716713000001,0.1910089999999999,-0.166013,-3.267974,4.0,1251071776.13,-0.0017469999999999,89831922.8756,226954672.76,-0.655988,2927493301.5,-0.006529,-0.000127,0.466844,4524687066.31,-89134.560527,4.707922,-1.63142,83.145372,0.955625,1475727687.15,532518.179482,-0.00253,-0.001646,411.126213,0.001525,0.021976,,10.779241,-0.263842,3.087573,23.11309,0.002681,12607947099.0,1416139331.37,3178763043.73,1.289097,355127.366018,0.993634,1163514380.67,8783101138.51,0.812359,1726016390.34,0.076378,4524687066.31,-0.014512,-0.008221,,6.368861,0.544424,6.573711,257102741.34,0.152084,0.807531,-2.154641,29750990000.0,0.860151,5411947613.66,354228.159101,0.618534,105.0,-0.476691,49320043.9957,0.001514,-572834186.96,88.0,302059245.62,1.026494,802053505.42,0.94246,-46.157991,174154952.4,-345.249299,1.047085,-40.061032,-28.313604,968515904.96,0.631951,0.396509,0.88294,0.593875,25619880000.0,0.214051,314064747.7,1.543982,4.314893,5.980601999999999,1163833008.44,2.475948,0.997479,-0.029273,69.159936,0.491295,0.114605,0.004344,0.118377,-0.2541739999999999,-45691.536801999995,606.187684,1.3698629999999998,0.6727310000000001,1877239.86,0.66699,9.55,-0.367197,2.475948,10.453571,7870171979.84,-12.690237,1.01996,360052.678266,58.38069599999999,-0.0001409999999999,0.271706,0.990663,0.32615,0.010705,0.0,0.906053,4.79747,0.091556,0.32615,0.8855540000000001,-2.805766,1.005844,0.011746,0.995437,1.909213,0.0275519999999999,1.048991,0.3814659999999999,1.047511,0.155423,-0.421352,0.989251,0.271706,-1.230038,0.079134,1086.633054,0.312857,1.0078790000000002,0.951382,0.021856,0.008694,1.06711,0.177815,0.01261,1.000684,1.006603,0.32615,0.453157,-1.509303,19.956162,1.006776,0.0854299999999999,0.5076579999999999,0.000301,16.28,-0.591856,-0.474657,-0.238882,-1.318591,0.032554,0.123828,1.000282,0.098158,0.0,0.8813139999999999,0.039108,-1.612962,0.096853,0.4913949999999999,480.445371,0.798122,0.138217,1.0220209999999998,0.0876789999999999,0.964215,0.291249,0.997044,0.049805,0.0623419999999999,0.5097550000000001,0.224126,-0.067284,15.131191,0.76989,-0.952872,0.749305,-1.148175,24.116128,0.018323,1.004032,0.819787,-0.064001,0.456576,0.719592,-0.35367,0.0,1.000594,0.006388,-0.776015,-0.00913,0.0219259999999999,-0.323663,-1.38334,0.994628,3.086058,0.527278,0.8277129999999999,0.003325,0.399047
002008.XSHE,2025-10-13,0.19189580318379162,-0.661301,1034786680.57,1441179.01471,-173.328746,4.5350150000000005,0.0750649999999999,0.116253,1.747438,2201626671.61,135525232.38,-189111.815856,0.036188,3976480.81806,-174.529023,296689688.72,0.098096,12.156412,13964420070.0,-1011449075.54,1564177555.22,1393068.42666,1.097261,0.395626,1.140105,0.0204,3.4589300000000005,269109508.533,-0.009095,1.51662,0.48907,0.8712049999999999,0.60012,0.51093,3.865491000000001,12459018213.9,0.116176,11468268.58,33.333333,1124710417.94,145.017098,0.012055,-9.634616,4.5350150000000005,-0.11279,-16135.021672,269.913568,52.07824,4914319721.87,-187312.840758,0.173388,-0.40736,9.764706,68.0,9225335997.53,0.372625,865073420.947,397736925.15,-6.1533430000000005,7911781551.68,0.072157,-0.010442,0.674161,16028852816.1,-4787030.3773,2.8206759999999997,-6.629972,-4.894217,1.104534,1160584699.7,-3687674.70232,0.008935,0.004315,-9696.853601,-0.011309,0.049911,,-2.200643,-0.304379,1.104374,26.25992,-0.061061,28283127676.3,1172052968.28,15320606081.1,5.837375,3158555.1799,1.044286,957144960.07,12516282916.6,0.466384,11114451954.1,-0.383345,16028852816.1,-0.092144,-0.0575909999999999,,1.78632,0.4577989999999999,15.754117,1203206019.67,0.417153,1.127215,10.910235,38424800000.0,1.425231,44099406938.1,3494574.41939,0.3065969999999999,19.0,0.461812,298466502.12299997,-0.033561,885402769.53,20.0,2653932739.58,3.786012,1294219258.09,-5.89066,-55.634429,438638429.25,1083.8043630000002,5.7419400000000005,-74.513716,71.753949,601529182.05,5.8605529999999995,0.826435,5.39594,0.4419949999999999,35704940000.0,0.037528,9267727410.03,2.6334299999999997,11.638444,1.33376,10978737201.8,15.567987,1.063418,0.013101,109.643289,0.517968,1.160629,-0.0181169999999999,-0.0636029999999999,-0.388414,-376424.656614,814.4897589999999,-12.864814,1.005034,-145777508.33,0.1814309999999999,23.561667,57.734573,15.567987,33.778571,10719634785.0,-10.456077,3.95368,3600056.16144,111.843932,0.001721,0.064558,1.062594,0.072406,0.032504,-0.009257,0.938073,1.374293,0.03785,0.072406,0.869924,3.309887,0.58127,0.02269,1.071277,0.126525,0.348118,1.22194,0.693403,1.004307,0.1125099999999999,-0.1680839999999999,1.106618,0.064558,0.2207329999999999,0.028589,996.426781,7.95945,1.035854,2.181778,0.201659,0.008338,-0.201691,0.070168,0.45341,1.275261,1.065568,0.072406,1.211364,0.166561,59.880159,0.8366889999999999,0.176256,0.088147,-0.03743,37.32,-2.424173,-0.7185520000000001,-0.310094,0.168875,0.015655,0.051726,1.106521,0.5024930000000001,0.111142,0.83239,0.0249099999999999,-0.1923099999999999,0.059008,0.430709,181.937022,0.107522,-0.0035409999999999,0.90163,0.315758,0.909196,0.4428479999999999,1.07113,0.043573,0.016619,1.343461,-0.2620949999999999,0.020376,12.489268,0.845568,0.985722,1.978707,0.560599,24.371969,0.427983,1.054609,1.048265,0.420994,0.045638,0.8493219999999999,-0.29372,0.057769,0.767352,0.134284,1.4317879999999998,0.024811,0.0083489999999999,3.438029,-0.331146,1.052643,1.229108,-0.005256,1.098358,0.112288,0.32719
002009.XSHE,2025-10-13,0.06123778501628663,-0.474365,-124138856.64,2092901.24715,-162.40906299999995,1.5523049999999998,0.067933,-0.090539,1.211766,455175451.12,9225155.29,-528954.06241,-0.046943,4561199.89865,-210.76164,137828352.75,-5.370729,1.465509,2475279643.74,-509879980.81,317711234.44,687444.7306979999,0.5982149999999999,0.049111,1.839584,0.031998,2.42313,33863535.1575,0.016022,1.089252,0.352718,0.8547879999999999,-0.276818,0.647282,8.023773,3213862061.36,-0.047605,-7702524.99,33.333333,53297103.32,76.413155,0.023957,-3.865271,1.5523049999999998,0.239859,-4138.889483,203.876776,4.713376,385298749.792,-141819.599352,0.161272,-0.1799869999999999,-8.818636,24.0,1188655960.48,0.073663,220964332.292,13869586.84,-7.364625,861371380.7,-0.093898,-0.005,0.808081,2895782446.9,-2073733.29559,2.187107,-12.085561,19.737874,1.358098,-120053336.0,-91433.113759,-0.003285,-0.0030489999999999,-804.816803,-0.005593,0.103064,,1.126163,-0.3708579999999999,0.68986,25.604723999999997,-0.046397,4802308331.4,-127755860.99,2937162820.7,7.91546,3455981.68455,0.832125,-120744679.31,589476447.82,0.236255,2510470764.82,3.4135379999999995,2895782446.9,-0.0962789999999999,-0.077765,,1.005565,0.132498,4.954437,196720085.38,0.437905,-0.298467,-4.83082,6612710000.0,0.7905770000000001,9098234047.62,3751152.1094,0.1330599999999999,72.0,-0.39258,75697863.8367,-0.068461,122981806.74,100.0,2001408764.43,6.553413,157905878.22,-3.758342,-59.198795,19194712.96,-2793.034431,7.138319999999999,-157.826215,-19.390067,228989654.97,1.124057,1.205509,5.18098,0.793321,5821780000.0,0.079077,2477339295.57,3.086431,1.176886,1.765772,1428961347.66,7.199263,1.047014,-0.0227659999999999,99.535604,0.288623,2.5401119999999997,-0.003574,-0.0463639999999999,-0.173438,-670773.661762,453.788738,-3.859649,-0.3086239999999999,46396074.69,0.899399,4.1683330000000005,24.829157,7.199263,4.285714,19091422.04,-17.24165,5.45326,3890426.23688,98.409441,0.001089,-0.042869,1.039051,-0.041458,0.027065,-0.487592,1.007136,0.824155,-0.027472,-0.041458,1.131017,-1.850202,1.999488,0.0285279999999999,1.0437379999999998,-0.050237,0.163578,1.172595,0.8669399999999999,1.084077,-0.004859,-1.910104,1.040207,-0.042869,-0.520721,-0.021918,543.026886,0.424675,1.060714,3.035872,0.15786,0.006579,-1.3783530000000002,0.018405,12.341938,1.09043,1.079501,-0.041458,1.2672290000000002,0.449701,42.7788,1.001591,-1.315582,-0.045515,-0.0182319999999999,16.44,3.696377,-0.937391,-0.357534,0.485356,0.034629,0.000703,1.025602,0.646401,0.031006,0.303058,-0.018259,0.499163,-0.060589,,89.23814899999999,2.40099,-0.0050869999999999,1.05076,0.276373,0.986407,0.5112899999999999,1.048109,,0.040431,1.397904,,-0.546099,3.5669169999999997,0.96597,1.112317,4.034149,-0.01933,22.612259,0.153411,1.058492,0.818617,-0.256969,0.067106,-5.533774,-0.688465,-0.0040939999999999,0.97648,0.0416029999999999,1.485498,-0.051873,-0.005513,1.378123,-0.293174,1.029244,0.5199630000000001,-0.005803,0.5174489999999999,0.034406,0.39095
