,条件及公式ID (6),时间,子条件,最小值,最大值,操作
,"PE-TTM统计值(1年)·分位点%
1年
3年
5年
10年
20年
上市以来
分位点%
20%分位点值
50%分位点值
80%分位点值
最小值
最大值
最大正值
平均值
ID: [pm.pe_ttm.y1.cvpos.latest] 拷贝","最新时间
动态日期
选择日期",,%,%,
